keep,Explanation,id,message_id,timestamp,text,social_media_url,social_media_secondary_url,mc_predicted_category,oc_predicted_category,pc_predicted_category,predicted_category,mc_confidence,oc_confidence,pc_confidence,confidence,text_hash,author,source,social_media_tag,social_media_user,mc_probabilities,oc_probabilities,pc_probabilities,probabilities,oracle_score,oracle_result,summary,distributed_at,telegram_message_id,processed_at,created_at,agreement_pattern,majority_category,dissenting_model
0,"This is a product advertisement. There is no specific earning ability presented in this language. There is no time sensitivity. There is no special event, new pool, or new opportunity being communicated.",459,,2026-01-31T05:30:34.619000+00:00,"Jupiter Lend rewrote the rules. With our tick based liquidity system, we re able to clear risky positions so efficiently that we can empow borrowers with better terms. Higher LTVs, higher LTs, and liquidations that only restore you back to health, and no further. The system is so efficient that it has incurred 0 bad debt in its entire history. Fast forward to 6 months after release, and Lend 1.5 is pushing the boundaries even further. Native Stake as collateral to unlock the billions of dollars of Solana natively staked Custodied collateral to bring more assets onchain The $JUICED Loop deposit $JupUSD, receive $JUICED, and loop against other stables for amplified yield Better for borrowers. Simpler for lenders. Built for everyone. Just use Jupiter Lend . Posted",https://x.com/JupiterExchange/status/2017470530815996046,,filter_out,filter_out,yield_farming,yield_farming,0.9559628963,0.9997660518,0.9763088822,0.9763088822,e34324c05c4f95d559a264da9e70351bd08e25d14416c8c5e378849823f104ca,Jupiter,discord,Posted,,"{""filter_out"": 0.9559628963470459, ""high_value"": 1.925892138388008e-05, ""yield_farming"": 0.04401779919862747}","{""filter_out"": 0.9997660517692566, ""high_value"": 3.3923624869203195e-06, ""yield_farming"": 0.0002305059169884771}","{""filter_out"": 0.023689432069659233, ""high_value"": 1.6145145309565123e-06, ""yield_farming"": 0.9763088822364807}","{""filter_out"": 0.023689432069659233, ""high_value"": 1.6145145309565123e-06, ""yield_farming"": 0.9763088822364807}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,mc+oc_agree_pc_disagrees,filter_out,pc
Y,"This is an update post that doesn't have a specific yield farming opportunity. It is sharing staking statitics from its users, as well as how their TVL is allocated, but there is no actionable information here for a yield farmer to be able to take advantage of by adding their own liquidity and farming time sensitive rewards.",457,,2026-01-31T02:31:36.627000+00:00,"On day one, PT slisBNB already accounted for 10% of slisBNB s total supply on Venus. What gives Fixed yield via pendle fi High capital efficiency 3% APY spread between BNB and PT slisBNB With YT token, claim rewards any time via Reposted VenusProtocol",https://x.com/pendle_fi/status/2017425487031898432,https://x.com/VenusProtocol/status/2017213163532603771,filter_out,filter_out,yield_farming,yield_farming,0.8340563774,0.9996896982,0.9372105598,0.9372105598,4dc912d771b9e4e0d812a6e8f47203aa251b9376e8495a530871574338a3a6ab,Pendle,discord,Reposted,@VenusProtocol,"{""filter_out"": 0.8340563774108887, ""high_value"": 0.000420021649915725, ""yield_farming"": 0.16552355885505676}","{""filter_out"": 0.9996896982192993, ""high_value"": 4.935481229040306e-06, ""yield_farming"": 0.00030534740653820336}","{""filter_out"": 0.0627891942858696, ""high_value"": 2.6103867867277586e-07, ""yield_farming"": 0.9372105598449707}","{""filter_out"": 0.0627891942858696, ""high_value"": 2.6103867867277586e-07, ""yield_farming"": 0.9372105598449707}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,mc+oc_agree_pc_disagrees,filter_out,pc
Y,"Earning 20% cash back on rewards is potentially of interest. It's not really a yield farming post however, as there is no way for a user to utilize their capital to make MORE capital (they have to spend it here to get 20% of it back), so this defeats the main objective of increasing the user's holding via farming activity, even if this is a time sensitive offering (hence the language, ""launch period"", which is good).",456,,2026-01-31T01:33:02.023000+00:00,"Pay with USDG Earn rewards in USDG okx Card is live pay with USDG anywhere Mastercard is accepted, and earn up to 20% back during the launch period. No staking or lockups, just instant rewards on everyday purchases. This is what real world stablecoin utility looks like. Reposted global dollar",https://x.com/global_dollar/status/2017410740119093753,https://x.com/global_dollar/status/2017332045115232418,filter_out,yield_farming,yield_farming,yield_farming,0.9824120402,0.9146645665,0.9999769926,0.9999769926,3a8eed8464559ceb1e959324ad75efd64ce501a92b18388b89d4bb9a20775431,Global Dollar Network 🌎,discord,Reposted,@global_dollar,"{""filter_out"": 0.9824120402336121, ""high_value"": 1.1277009434706997e-05, ""yield_farming"": 0.017576685175299644}","{""filter_out"": 0.08507706224918365, ""high_value"": 0.00025838162400759757, ""yield_farming"": 0.9146645665168762}","{""filter_out"": 2.2827991415397264e-05, ""high_value"": 1.7982655720061302e-07, ""yield_farming"": 0.9999769926071167}","{""filter_out"": 2.2827991415397264e-05, ""high_value"": 1.7982655720061302e-07, ""yield_farming"": 0.9999769926071167}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,oc+pc_agree_mc_disagrees,yield_farming,mc
0,"No specific farming rewards to take advantage of here - it's an update post telling users what they can do with their tokens. Just because it says ""stake for rewards"" does not make it a yield farming post. We are looking for specific farming opportunities to take advantage of that will provide the highest gains possible while yield farming.",452,,2026-01-30T22:40:40.948000+00:00,"You have fat stacks of $MOVE from your KASTxyz cashback rewards. Don't let it sit there doing nothing. Let your $MOVE work for you. Get a Movement wallet like Nightly app Withdraw your $MOVE rewards to your new wallet Stake for rewards Or deposit, lend, or provide liquidity on Movement Make Your Move. Reposted movement xyz",https://x.com/movement_xyz/status/2017367382872990118,https://x.com/movement_xyz/status/2017184446232097050,yield_farming,filter_out,yield_farming,yield_farming,0.835482955,0.9324529767,0.8198930621,0.8198930621,d6a4bd62bee30fa78bde4fc8ade158a2122e81127c95339f5893523d1beb5c5b,The Movement,discord,Reposted,@movement_xyz,"{""filter_out"": 0.16451634466648102, ""high_value"": 6.73353554248024e-07, ""yield_farming"": 0.8354829549789429}","{""filter_out"": 0.9324529767036438, ""high_value"": 3.1327434157901735e-07, ""yield_farming"": 0.06754667311906815}","{""filter_out"": 0.18010661005973816, ""high_value"": 3.220428084205196e-07, ""yield_farming"": 0.8198930621147156}","{""filter_out"": 0.18010661005973816, ""high_value"": 3.220428084205196e-07, ""yield_farming"": 0.8198930621147156}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,mc+pc_agree_oc_disagrees,yield_farming,oc
Y,"Just because it says ""earn rewards"" does not mean that this fits our criteria. In fact, there is no specific outsized farming opportunity presented here for users who see the message first. There is no time sensitivity. There are no bonus rewards. This is just a product announcement.",451,,2026-01-30T20:45:10.986000+00:00,"INX is available now on Orca, powered by Sunrise DeFi LP and earn rewards on the INX pool linked here",https://x.com/orca_so/status/2017338301435588919,https://x.com/orca_so/status/2017320723774394557,yield_farming,filter_out,yield_farming,yield_farming,0.9999265671,0.8936775327,0.999016881,0.999016881,4777103088fff244c8ea144e50e792316b1c14b4a07aaa9d4760d93afc3d0abd,Orca 🌊,discord,Quoted,@orca_so,"{""filter_out"": 7.254355296026915e-05, ""high_value"": 8.578613233112264e-07, ""yield_farming"": 0.9999265670776367}","{""filter_out"": 0.8936775326728821, ""high_value"": 0.10507979243993759, ""yield_farming"": 0.0012426173780113459}","{""filter_out"": 3.021313932549674e-05, ""high_value"": 0.0009528417722322047, ""yield_farming"": 0.9990168809890747}","{""filter_out"": 3.021313932549674e-05, ""high_value"": 0.0009528417722322047, ""yield_farming"": 0.9990168809890747}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,mc+pc_agree_oc_disagrees,yield_farming,oc
Y,"This is not really a yield farming post, as there is no way for a user to utilize their capital to make MORE capital (they have to spend it here to get 20% of it back), so this defeats the main objective of increasing the user's holding via farming activity, even if this is a time sensitive offering (hence the language, ""launch period"", which is good).",449,,2026-01-30T20:20:18.520000+00:00,"Pay with USDG Earn rewards in USDG okx Card is live pay with USDG anywhere Mastercard is accepted, and earn up to 20% back during the launch period. No staking or lockups, just instant rewards on everyday purchases. This is what real world stablecoin utility looks like.",https://x.com/global_dollar/status/2017332045115232418,https://x.com/okx/status/2017274380506546208,filter_out,yield_farming,yield_farming,yield_farming,0.9032832384,0.9855504036,0.9999877214,0.9999877214,d7c4a3b7db3cb551838281544993d6e4ad943a1c59070870f9311e4554d301ed,Global Dollar Network 🌎,discord,Quoted,@okx,"{""filter_out"": 0.9032832384109497, ""high_value"": 1.2122235602873843e-05, ""yield_farming"": 0.09670461714267731}","{""filter_out"": 0.014307421632111073, ""high_value"": 0.0001421958877472207, ""yield_farming"": 0.9855504035949707}","{""filter_out"": 1.2029636309307534e-05, ""high_value"": 2.2380017128398322e-07, ""yield_farming"": 0.9999877214431763}","{""filter_out"": 1.2029636309307534e-05, ""high_value"": 2.2380017128398322e-07, ""yield_farming"": 0.9999877214431763}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,oc+pc_agree_mc_disagrees,yield_farming,mc
Y,"This is not really a yield farming post, as there is no way for a user to utilize their capital to make MORE capital (they have to spend it here to get 20% of it back), so this defeats the main objective of increasing the user's token holdings, even if this is a time sensitive offering (hence the language, ""launch period"", which is good).",447,,2026-01-30T20:17:01.504000+00:00,"Pay with USDG Earn rewards in USDG k okx Card is now live letting users pay with USDG anywhere Mastercard is accepted, earning up to 20% bac during the launch period. No staking or lockups required, just instant rewards on everyday purchases. This is what real world stablecoin utility looks like.",https://x.com/global_dollar/status/2017331210645868866,https://x.com/okx/status/2017274380506546208,filter_out,yield_farming,yield_farming,yield_farming,0.9171175361,0.9682103992,0.9999734163,0.9999734163,870167acd65c39200c184ef0c9084c57feb036337ab2ec5407a43e6525fa6028,Global Dollar Network 🌎,discord,Quoted,@okx,"{""filter_out"": 0.9171175360679626, ""high_value"": 0.00020176747057121247, ""yield_farming"": 0.08268065750598907}","{""filter_out"": 0.0293518528342247, ""high_value"": 0.0024377473164349794, ""yield_farming"": 0.9682103991508484}","{""filter_out"": 1.834274189604912e-05, ""high_value"": 8.267721568699926e-06, ""yield_farming"": 0.9999734163284302}","{""filter_out"": 1.834274189604912e-05, ""high_value"": 8.267721568699926e-06, ""yield_farming"": 0.9999734163284302}",,,,,,2026-02-10 17:45:14,2026-02-11 1:45:14,oc+pc_agree_mc_disagrees,yield_farming,mc
0,There is no farming opportunity within this post. It is just a fluff post with no reason to act on any of the information in here. There is no opportunity to take advantage of for a yield farmer. It is purely informational.,440,,2026-01-30T18:00:04.901000+00:00,RuneBond RUNEBondApp Privacy coins on KYC CEXes with no withdraw or THORChain swaps no real privacy. Banks won't surrender leverage. Fight for 100% legit on chain privacy Thoughts,https://x.com/Dashpay/status/2017296755432227099,https://x.com/Dashpay/status/2014382846194925965,filter_out,filter_out,yield_farming,yield_farming,0.9990880489,0.9997159839,0.5389643312,0.5389643312,14a288b85490996d9be304187c036855829404d87152f697b28131f420282ed0,Dash,discord,Quoted,@Dashpay,"{""filter_out"": 0.9990880489349365, ""high_value"": 7.596124487463385e-05, ""yield_farming"": 0.0008360268548130989}","{""filter_out"": 0.9997159838676453, ""high_value"": 6.400598067557439e-05, ""yield_farming"": 0.00021993927657604218}","{""filter_out"": 0.46100062131881714, ""high_value"": 3.505013955873437e-05, ""yield_farming"": 0.5389643311500549}","{""filter_out"": 0.46100062131881714, ""high_value"": 3.505013955873437e-05, ""yield_farming"": 0.5389643311500549}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+oc_agree_pc_disagrees,filter_out,pc
Y,"Just because a post speaks about ""staking"" doesn't mean it's a yield farming post - case in point, this message is a general update about how many pepople have staked on Ethereum. There is no pool here for a user to farm, there is no time sensitive opportunity to take advantage of, there are no bonus rewards, etc.",439,,2026-01-30T16:44:57.524000+00:00,Ethereum staking hits all time high with 30% of all ETH now staked. Posted,https://x.com/LidoFinance/status/2017277778945610116,,filter_out,filter_out,yield_farming,yield_farming,0.9846818447,0.9998427629,0.9479315281,0.9479315281,b157dabd7fc25f0f00c6f188ded47a068ce971d10a16d6c858852bfcd6f7d90e,Lido,discord,Posted,,"{""filter_out"": 0.9846818447113037, ""high_value"": 1.2032049198751338e-05, ""yield_farming"": 0.015306171029806137}","{""filter_out"": 0.9998427629470825, ""high_value"": 1.5204680494207423e-05, ""yield_farming"": 0.0001420214684912935}","{""filter_out"": 0.050238531082868576, ""high_value"": 0.0018299383809790015, ""yield_farming"": 0.9479315280914307}","{""filter_out"": 0.050238531082868576, ""high_value"": 0.0018299383809790015, ""yield_farming"": 0.9479315280914307}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+oc_agree_pc_disagrees,filter_out,pc
,,437,,2026-01-30T16:08:46.974000+00:00,We re excited to announce the launch of a RockSolid ETH Looping vault in partnership with world class staking infrastructure operator PierTwo com. The vault targets 5 6% ETH APR through leveraged looping using a dedicated LidoFinance v3 deployment. Reposted rocksolidHQ,https://x.com/LidoFinance/status/2017268742573408377,https://x.com/rocksolidHQ/status/2017266103400161485,yield_farming,filter_out,yield_farming,yield_farming,0.837524116,0.8861750364,0.9955572486,0.9955572486,e9ee189d7fec7ecd8c3c8fa258858a2199c4a7146bd874fa9169fa561b1c2764,Lido,discord,Reposted,@rocksolidHQ,"{""filter_out"": 0.14725545048713684, ""high_value"": 0.015220414847135544, ""yield_farming"": 0.8375241160392761}","{""filter_out"": 0.8861750364303589, ""high_value"": 0.10258220881223679, ""yield_farming"": 0.011242789216339588}","{""filter_out"": 0.003690073499456048, ""high_value"": 0.000752618070691824, ""yield_farming"": 0.9955572485923767}","{""filter_out"": 0.003690073499456048, ""high_value"": 0.000752618070691824, ""yield_farming"": 0.9955572485923767}",,,,,,2026-02-10 17:44:24,2026-02-11 1:44:25,mc+pc_agree_oc_disagrees,yield_farming,oc
